Time,X(CH1),
Second,Volt,
1.1600026e-01,1.59999e-02,
1.1700026e-01,-8.00014e-03,
1.1800026e-01,-8.00014e-03,
1.1900026e-01,7.99990e-03,
1.2000027e-01,7.99990e-03,
1.2100027e-01,-8.00014e-03,
1.2200027e-01,-8.00014e-03,
1.2300027e-01,1.59999e-02,
1.2400027e-01,1.59999e-02,
1.2500027e-01,-8.00014e-03,
1.2600027e-01,-8.00014e-03,
1.2700027e-01,1.59999e-02,
1.2800027e-01,7.99990e-03,
1.2900028e-01,-8.00014e-03,
1.3000028e-01,7.99990e-03,
1.3100028e-01,-8.00014e-03,
1.3200028e-01,-8.00014e-03,
1.3300028e-01,1.59999e-02,
1.3400029e-01,-8.00014e-03,
1.3500029e-01,1.59999e-02,
1.3600029e-01,7.99990e-03,
1.3700029e-01,-8.00014e-03,
1.3800029e-01,-8.00014e-03,
1.3900030e-01,1.59999e-02,
1.4000030e-01,7.99990e-03,
1.4100030e-01,-8.00014e-03,
1.4200030e-01,-8.00014e-03,
1.4300030e-01,1.59999e-02,
1.4400031e-01,-8.00014e-03,
1.4500031e-01,7.99990e-03,
1.4600031e-01,-8.00014e-03,
1.4700031e-01,1.59999e-02,
1.4800031e-01,-8.00014e-03,
1.4900032e-01,1.59999e-02,
1.5000032e-01,-8.00014e-03,
1.5100032e-01,1.59999e-02,
1.5200032e-01,1.59999e-02,
1.5300032e-01,-1.60002e-02,
1.5400033e-01,7.99990e-03,
1.5500033e-01,-8.00014e-03,
1.5600033e-01,1.59999e-02,
1.5700033e-01,-8.00014e-03,
1.5800034e-01,-8.00014e-03,
1.5900034e-01,1.59999e-02,
1.6000034e-01,-8.00014e-03,
1.6100034e-01,1.59999e-02,
1.6200034e-01,-8.00014e-03,
1.6300035e-01,1.59999e-02,
1.6400035e-01,7.99990e-03,
1.6500035e-01,-8.00014e-03,
1.6600035e-01,-8.00014e-03,
1.6700035e-01,1.59999e-02,
1.6800036e-01,7.99990e-03,
1.6900036e-01,-8.00014e-03,
1.7000036e-01,7.99990e-03,
1.7100036e-01,-8.00014e-03,
1.7200036e-01,-8.00014e-03,
1.7300037e-01,1.59999e-02,
1.7400037e-01,7.99990e-03,
1.7500037e-01,-8.00014e-03,
1.7600037e-01,-8.00014e-03,
1.7700037e-01,1.59999e-02,
1.7800038e-01,7.99990e-03,
1.7900038e-01,-8.00014e-03,
1.8000038e-01,-8.00014e-03,
1.8100038e-01,1.59999e-02,
1.8200038e-01,-8.00014e-03,
1.8300039e-01,7.99990e-03,
1.8400039e-01,7.99990e-03,
1.8500039e-01,-8.00014e-03,
1.8600039e-01,-8.00014e-03,
1.8700039e-01,1.59999e-02,
1.8800040e-01,1.59999e-02,
1.8900040e-01,-1.60002e-02,
1.9000040e-01,-8.00014e-03,
1.9100040e-01,2.39999e-02,
1.9200040e-01,-8.00014e-03,
1.9300041e-01,1.59999e-02,
1.9400041e-01,-8.00014e-03,
1.9500041e-01,7.99990e-03,
1.9600041e-01,7.99990e-03,
1.9700041e-01,-8.00014e-03,
1.9800042e-01,7.99990e-03,
1.9900042e-01,-8.00014e-03,
2.0000042e-01,7.99990e-03,
2.0100042e-01,-8.00014e-03,
2.0200042e-01,-8.00014e-03,
2.0300043e-01,7.99990e-03,
2.0400043e-01,7.99990e-03,
2.0500043e-01,-8.00014e-03,
2.0600043e-01,7.99990e-03,
2.0700043e-01,-8.00014e-03,
2.0800044e-01,-8.00014e-03,
2.0900044e-01,1.59999e-02,
2.1000044e-01,7.99990e-03,
2.1100044e-01,-8.00014e-03,
2.1200044e-01,-8.00014e-03,
2.1300045e-01,1.59999e-02,
2.1400045e-01,7.99990e-03,
2.1500045e-01,-8.00014e-03,
2.1600045e-01,7.99990e-03,
2.1700045e-01,-8.00014e-03,
2.1800046e-01,-8.00014e-03,
2.1900046e-01,7.99990e-03,
2.2000046e-01,-8.00014e-03,
2.2100046e-01,7.99990e-03,
2.2200046e-01,7.99990e-03,
2.2300047e-01,-8.00014e-03,
2.2400047e-01,7.99990e-03,
2.2500047e-01,-8.00014e-03,
2.2600047e-01,-8.00014e-03,
2.2700047e-01,7.99990e-03,
2.2800048e-01,-8.00014e-03,
2.2900048e-01,7.99990e-03,
2.3000048e-01,-8.00014e-03,
2.3100048e-01,1.59999e-02,
2.3200049e-01,7.99990e-03,
2.3300049e-01,-8.00014e-03,
2.3400049e-01,-8.00014e-03,
2.3500049e-01,2.39999e-02,
2.3600049e-01,7.99990e-03,
2.3700050e-01,-8.00014e-03,
2.3800050e-01,-8.00014e-03,
2.3900050e-01,7.99990e-03,
2.4000050e-01,7.99990e-03,
2.4100050e-01,-8.00014e-03,
2.4200051e-01,-8.00014e-03,
2.4300051e-01,7.99990e-03,
2.4400051e-01,-8.00014e-03,
2.4500051e-01,7.99990e-03,
2.4600051e-01,7.99990e-03,
2.4700052e-01,-8.00014e-03,
2.4800052e-01,7.99990e-03,
2.4900052e-01,-8.00014e-03,
2.5000051e-01,-8.00014e-03,
2.5100049e-01,7.99990e-03,
2.5200048e-01,1.59999e-02,
2.5300047e-01,-8.00014e-03,
2.5400046e-01,-8.00014e-03,
2.5500044e-01,1.59999e-02,
2.5600043e-01,-8.00014e-03,
2.5700042e-01,1.59999e-02,
2.5800040e-01,-8.00014e-03,
2.5900039e-01,1.59999e-02,
2.6000038e-01,7.99990e-03,
2.6100037e-01,-8.00014e-03,
2.6200035e-01,7.99990e-03,
2.6300034e-01,-8.00014e-03,
2.6400033e-01,7.99990e-03,
2.6500031e-01,-8.00014e-03,
2.6600030e-01,-8.00014e-03,
2.6700029e-01,7.99990e-03,
2.6800027e-01,7.99990e-03,
2.6900026e-01,-8.00014e-03,
2.7000025e-01,7.99990e-03,
2.7100024e-01,-8.00014e-03,
2.7200022e-01,-8.00014e-03,
2.7300021e-01,1.59999e-02,
2.7400020e-01,7.99990e-03,
2.7500018e-01,-8.00014e-03,
2.7600017e-01,-8.00014e-03,
2.7700016e-01,1.59999e-02,
2.7800015e-01,7.99990e-03,
2.7900013e-01,-8.00014e-03,
2.8000012e-01,-8.00014e-03,
2.8100011e-01,2.39999e-02,
2.8200009e-01,-8.00014e-03,
2.8300008e-01,1.59999e-02,
2.8400007e-01,-8.00014e-03,
2.8500006e-01,1.59999e-02,
2.8600004e-01,7.99990e-03,
2.8700003e-01,-8.00014e-03,
2.8800002e-01,-8.00014e-03,
2.8900000e-01,1.59999e-02,
2.8999999e-01,-8.00014e-03,
2.9099998e-01,7.99990e-03,
2.9199997e-01,-8.00014e-03,
2.9299995e-01,1.59999e-02,
2.9399994e-01,7.99990e-03,
2.9499993e-01,-8.00014e-03,
2.9599991e-01,-8.00014e-03,
2.9699990e-01,7.99990e-03,
2.9799989e-01,-8.00014e-03,
2.9899988e-01,1.59999e-02,
2.9999986e-01,2.39999e-02,
3.0099985e-01,-8.00014e-03,
3.0199984e-01,-8.00014e-03,
3.0299982e-01,2.39999e-02,
3.0399981e-01,-8.00014e-03,
3.0499980e-01,1.59999e-02,
3.0599979e-01,7.99990e-03,
3.0699977e-01,-8.00014e-03,
3.0799976e-01,7.99990e-03,
3.0899975e-01,-8.00014e-03,
3.0999973e-01,7.99990e-03,
3.1099972e-01,-8.00014e-03,
3.1199971e-01,-8.00014e-03,
3.1299970e-01,1.59999e-02,
3.1399968e-01,7.99990e-03,
3.1499967e-01,-8.00014e-03,
3.1599966e-01,-8.00014e-03,
3.1699964e-01,1.59999e-02,
3.1799963e-01,7.99990e-03,
3.1899962e-01,-8.00014e-03,
3.1999961e-01,-8.00014e-03,
3.2099959e-01,1.59999e-02,
3.2199958e-01,7.99990e-03,
3.2299957e-01,-8.00014e-03,
3.2399955e-01,-1.60002e-02,
3.2499954e-01,1.59999e-02,
3.2599953e-01,7.99990e-03,
3.2699952e-01,-8.00014e-03,
3.2799950e-01,7.99990e-03,
3.2899949e-01,-8.00014e-03,
3.2999948e-01,-8.00014e-03,
3.3099946e-01,7.99990e-03,
3.3199945e-01,7.99990e-03,
3.3299944e-01,-8.00014e-03,
3.3399943e-01,-8.00014e-03,
3.3499941e-01,1.59999e-02,
3.3599940e-01,-8.00014e-03,
3.3699939e-01,1.59999e-02,
3.3799937e-01,7.99990e-03,
3.3899936e-01,-8.00014e-03,
3.3999935e-01,-8.00014e-03,
3.4099934e-01,1.59999e-02,
3.4199932e-01,7.99990e-03,
3.4299931e-01,-1.60002e-02,
3.4399930e-01,7.99990e-03,
3.4499928e-01,-8.00014e-03,
3.4599927e-01,7.99990e-03,
3.4699926e-01,-8.00014e-03,
3.4799924e-01,7.99990e-03,
3.4899923e-01,-8.00014e-03,
3.4999922e-01,-8.00014e-03,
3.5099921e-01,7.99990e-03,
3.5199919e-01,-8.00014e-03,
3.5299918e-01,7.99990e-03,
3.5399917e-01,-8.00014e-03,
3.5499915e-01,1.59999e-02,
3.5599914e-01,-8.00014e-03,
3.5699913e-01,1.59999e-02,
3.5799912e-01,7.99990e-03,
3.5899910e-01,-8.00014e-03,
3.5999909e-01,-8.00014e-03,
3.6099908e-01,7.99990e-03,
3.6199906e-01,-8.00014e-03,
3.6299905e-01,1.59999e-02,
3.6399904e-01,-8.00014e-03,
3.6499903e-01,1.59999e-02,
3.6599901e-01,-8.00014e-03,
3.6699900e-01,7.99990e-03,
3.6799899e-01,1.59999e-02,
3.6899897e-01,-8.00014e-03,
3.6999896e-01,7.99990e-03,
3.7099895e-01,-8.00014e-03,
3.7199894e-01,7.99990e-03,
3.7299892e-01,-8.00014e-03,
3.7399891e-01,1.59999e-02,
3.7499890e-01,-8.00014e-03,
3.7599888e-01,-8.00014e-03,
3.7699887e-01,7.99990e-03,
3.7799886e-01,-8.00014e-03,
3.7899885e-01,7.99990e-03,
3.7999883e-01,7.99990e-03,
3.8099882e-01,-8.00014e-03,
3.8199881e-01,1.59999e-02,
3.8299879e-01,-8.00014e-03,
3.8399878e-01,-8.00014e-03,
3.8499877e-01,1.59999e-02,
3.8599876e-01,-8.00014e-03,
3.8699874e-01,1.59999e-02,
3.8799873e-01,7.99990e-03,
3.8899872e-01,-8.00014e-03,
3.8999870e-01,7.99990e-03,
3.9099869e-01,-8.00014e-03,
3.9199868e-01,-8.00014e-03,
3.9299867e-01,1.59999e-02,
3.9399865e-01,-8.00014e-03,
3.9499864e-01,1.59999e-02,
3.9599863e-01,-8.00014e-03,
3.9699861e-01,1.59999e-02,
3.9799860e-01,7.99990e-03,
3.9899859e-01,-8.00014e-03,
3.9999858e-01,-8.00014e-03,
4.0099856e-01,1.59999e-02,
4.0199855e-01,-8.00014e-03,
4.0299854e-01,1.59999e-02,
4.0399852e-01,-8.00014e-03,
4.0499851e-01,1.59999e-02,
4.0599850e-01,7.99990e-03,
4.0699849e-01,-8.00014e-03,
4.0799847e-01,7.99990e-03,
4.0899846e-01,-8.00014e-03,
4.0999845e-01,7.99990e-03,
4.1099843e-01,-8.00014e-03,
